2023-12, diciembre, 15097
2023-12, país, 14070
2023-12, nacional, 12152
2023-12, gobierno, 11615
2023-12, estado, 11468
2023-12, caso, 11192
2023-12, presidente, 10686
2023-12, tiempo, 10043
2023-12, región, 9874
2023-12, vida, 9364
2023-12, millones, 8844
2023-12, primera, 8719
2023-12, acuerdo, 8656
2023-12, cuenta, 8510
2023-12, colo, 8508
2023-12, seguridad, 8153
2023-12, mundo, 8136
2023-12, importante, 8120
2024-01, chile, 23777
2024-01, personas, 17605
2024-01, país, 15593
2024-01, enero, 15150
2024-01, nacional, 13900
2024-01, gobierno, 13331
2024-01, estado, 13044
2024-01, millones, 11611
2024-01, tiempo, 11536
2024-01, caso, 11324
2024-01, región, 11187
2024-01, presidente, 10638
2024-01, vida, 10585
2024-01, colo, 10504
2024-01, mundo, 10203
2024-01, cuenta, 10106
2024-01, trabajo, 9863
2024-01, medio, 9710
2024-01, primera, 9706
2024-01, acuerdo, 9587
2024-02, chile, 24960
2024-02, personas, 17629
2024-02, nacional, 16390
2024-02, región, 16305
2024-02, país, 14518
2024-02, febrero, 14401
2024-02, presidente, 14336
2024-02, piñera, 13891
2024-02, viña, 13290
2024-02, estado, 12865
2024-02, incendios, 11847
2024-02, gobierno, 11207
2024-02, vida, 10300
2024-02, tiempo, 10169
2024-02, millones, 10022
2024-02, colo, 10006
2024-02, primera, 9906
2024-02, cuenta, 9749
2024-02, caso, 9565
2024-02, seguridad, 9408
2024-03, chile, 26566
2024-03, personas, 15876
2024-03, país, 14630
2024-03, marzo, 14134
2024-03, gobierno, 14001
2024-03, nacional, 13884
2024-03, estado, 12217
2024-03, caso, 11826
2024-03, tiempo, 10842
2024-03, presidente, 10794
2024-03, vida, 10740
2024-03, colo, 10537
2024-03, región, 10031
2024-03, partido, 10004
2024-03, cuenta, 9571
2024-03, mundo, 9300
2024-03, millones, 9194
2024-03, primera, 9086
2024-03, trabajo, 8992
2024-03, embargo, 8964
2024-04, chile, 30072
2024-04, país, 17303
2024-04, personas, 17145
2024-04, nacional, 15489
2024-04, gobierno, 13083
2024-04, abril, 12763
2024-04, estado, 12358
2024-04, partido, 12025
2024-04, caso, 11869
2024-04, presidente, 11540
2024-04, región, 11341
2024-04, vida, 10888
2024-04, carabineros, 10616
2024-04, tiempo, 10552
2024-04, millones, 10499
2024-04, seguridad, 10419
2024-04, trabajo, 10410
2024-04, cuenta, 10268
2024-04, medio, 9593
2024-04, primera, 9582
2024-05, chile, 26548
2024-05, personas, 17512
2024-05, país, 15523
2024-05, nacional, 14255
2024-05, mayo, 13906
2024-05, estado, 13809
2024-05, gobierno, 12926
2024-05, presidente, 12122
2024-05, región, 12099
2024-05, caso, 11575
2024-05, vida, 11526
2024-05, cuenta, 11234
2024-05, millones, 11068
2024-05, salud, 10356
2024-05, mundo, 10337
2024-05, tiempo, 10006
2024-05, trabajo, 9994
2024-05, partido, 9531
2024-05, seguridad, 9175
2024-05, primera, 9135
2024-06, chile, 31773
2024-06, país, 16635
2024-06, personas, 15980
2024-06, nacional, 13885
2024-06, presidente, 13231
2024-06, junio, 13101
2024-06, región, 12640
2024-06, estado, 12540
2024-06, partido, 11517
2024-06, gobierno, 11464
2024-06, cuenta, 11218
2024-06, caso, 10912
2024-06, sistema, 9897
2024-06, copa, 9692
2024-06, tiempo, 9562
2024-06, vida, 9447
2024-06, mundo, 9071
2024-06, trabajo, 8918
2024-06, millones, 8846
2024-06, primera, 8742
2024-07, chile, 31257
2024-07, país, 18604
2024-07, personas, 17736
2024-07, nacional, 16196
2024-07, presidente, 15460
2024-07, julio, 15315
2024-07, gobierno, 15243
2024-07, partido, 13819
2024-07, estado, 13481
2024-07, seguridad, 13052
2024-07, región, 12149
2024-07, caso, 11683
2024-07, millones, 11468
2024-07, vida, 11305
2024-07, primera, 10660
2024-07, mundo, 10570
2024-07, tiempo, 10503
2024-07, cuenta, 9961
2024-07, trabajo, 9676
2024-07, embargo, 9393
2024-08, chile, 27422
2024-08, país, 15986
2024-08, personas, 15442
2024-08, nacional, 14806
2024-08, región, 13466
2024-08, agosto, 12681
2024-08, caso, 12289
2024-08, presidente, 11511
2024-08, gobierno, 11403
2024-08, estado, 11184
2024-08, millones, 10261
2024-08, vida, 9828
2024-08, tiempo, 9375
2024-08, situación, 8913
2024-08, mundo, 8884
2024-08, primera, 8758
2024-08, partido, 8606
2024-08, trabajo, 8454
2024-08, embargo, 8319
2024-08, cuenta, 8278
2024-09, chile, 27392
2024-09, septiembre, 15672
2024-09, país, 15511
2024-09, personas, 15265
2024-09, nacional, 13691
2024-09, caso, 13152
2024-09, estado, 12054
2024-09, gobierno, 11290
2024-09, millones, 10855
2024-09, región, 10560
2024-09, presidente, 10128
2024-09, vida, 10057
2024-09, mundo, 9598
2024-09, tiempo, 9559
2024-09, seguridad, 9511
2024-09, partido, 8790
2024-09, cuenta, 8200
2024-09, trabajo, 8145
2024-09, embargo, 8118
2024-09, colo, 8035
2024-10, chile, 30972
2024-10, personas, 18185
2024-10, país, 17463
2024-10, octubre, 17248
2024-10, caso, 16360
2024-10, nacional, 16187
2024-10, gobierno, 12952
2024-10, estado, 12813
2024-10, millones, 12203
2024-10, región, 12188
2024-10, vida, 12035
2024-10, presidente, 11812
2024-10, tiempo, 11120
2024-10, seguridad, 11084
2024-10, partido, 10912
2024-10, colo, 10455
2024-10, primera, 10427
2024-10, mundo, 10187
2024-10, embargo, 10020
2024-10, trabajo, 9783
2024-11, chile, 27631
2024-11, nacional, 14276
2024-11, país, 14188
2024-11, personas, 13698
2024-11, presidente, 13337
2024-11, caso, 12457
2024-11, noviembre, 12385
2024-11, gobierno, 11279
2024-11, región, 11077
2024-11, millones, 10518
2024-11, estado, 10039
2024-11, colo, 9705
2024-11, primera, 9202
2024-11, vida, 9191
2024-11, monsalve, 8740
2024-11, seguridad, 8516
2024-11, mundo, 8480
2024-11, público, 8224
2024-11, trabajo, 7990
2024-11, cuenta, 7990
2024-12, chile, 24574
2024-12, personas, 14846
2024-12, país, 14256
2024-12, diciembre, 12219
2024-12, nacional, 11472
2024-12, gobierno, 11227
2024-12, presidente, 11024
2024-12, millones, 11014
2024-12, caso, 10544
2024-12, estado, 9997
2024-12, vida, 9578
2024-12, región, 9258
2024-12, proyecto, 8179
2024-12, acuerdo, 8127
2024-12, tiempo, 8122
2024-12, seguridad, 8082
2024-12, trabajo, 7998
2024-12, primera, 7808
2024-12, mundo, 7776
2024-12, embargo, 7666
2025-01, chile, 25181
2025-01, personas, 13930
2025-01, país, 13914
2025-01, enero, 13178
2025-01, nacional, 12576
2025-01, presidente, 12248
2025-01, gobierno, 11930
2025-01, millones, 11398
2025-01, acuerdo, 10565
2025-01, estado, 10557
2025-01, región, 9508
2025-01, caso, 9386
2025-01, trabajo, 9085
2025-01, vida, 8995
2025-01, colo, 8985
2025-01, proyecto, 8463
2025-01, primera, 8293
2025-01, tiempo, 8179
2025-01, seguridad, 8142
2025-01, embargo, 8088
2025-02, chile, 22810
2025-02, país, 12342
2025-02, personas, 11564
2025-02, nacional, 11563
2025-02, estado, 10789
2025-02, febrero, 10611
2025-02, millones, 10235
2025-02, viña, 10131
2025-02, presidente, 9641
2025-02, gobierno, 9570
2025-02, primera, 8618
2025-02, región, 8587
2025-02, caso, 8517
2025-02, embargo, 8021
2025-02, vida, 7744
2025-02, trump, 7581
2025-02, público, 7560
2025-02, tiempo, 7480
2025-02, festival, 7404
2025-02, acuerdo, 7312
2025-03, chile, 29787
2025-03, país, 14073
2025-03, nacional, 13769
2025-03, personas, 13214
2025-03, marzo, 13052
2025-03, presidente, 11689
2025-03, gobierno, 11301
2025-03, estado, 10711
2025-03, partido, 10627
2025-03, seguridad, 9858
2025-03, caso, 9829
2025-03, millones, 9471
2025-03, vida, 9353
2025-03, primera, 8947
2025-03, región, 8894
2025-03, embargo, 8697
2025-03, tiempo, 8612
2025-03, trabajo, 8553
2025-03, público, 8092
2025-03, mundo, 7939
2025-04, chile, 34509
2025-04, país, 18282
2025-04, personas, 16466
2025-04, partido, 16185
2025-04, nacional, 15222
2025-04, colo, 15179
2025-04, presidente, 14497
2025-04, abril, 13860
2025-04, gobierno, 13750
2025-04, estado, 13272
2025-04, millones, 12518
2025-04, mundo, 12422
2025-04, seguridad, 12351
2025-04, vida, 11733
2025-04, caso, 11690
2025-04, estados, 11153
2025-04, tiempo, 11025
2025-04, unidos, 10678
2025-04, primera, 10641
2025-04, embargo, 10486
2025-05, chile, 30985
2025-05, país, 18378
2025-05, personas, 17675
2025-05, nacional, 16762
2025-05, mayo, 14889
2025-05, millones, 14785
2025-05, presidente, 14577
2025-05, estado, 14322
2025-05, caso, 13647
2025-05, gobierno, 13585
2025-05, vida, 12191
2025-05, partido, 11784
2025-05, colo, 11649
2025-05, tiempo, 11206
2025-05, mundo, 11080
2025-05, región, 10874
2025-05, salud, 10529
2025-05, cuenta, 10307
2025-05, primera, 10137
2025-05, primer, 10114
2025-06, chile, 30342
2025-06, país, 19259
2025-06, personas, 16674
2025-06, nacional, 14608
2025-06, presidente, 13744
2025-06, millones, 13380
2025-06, gobierno, 13355
2025-06, junio, 12978
2025-06, estado, 12811
2025-06, partido, 11395
2025-06, caso, 11287
2025-06, cuenta, 10794
2025-06, vida, 10678
2025-06, tiempo, 10566
2025-06, región, 10552
2025-06, mundo, 10533
2025-06, medio, 10004
2025-06, primera, 9902
2025-06, seguridad, 9896
2025-06, mayor, 9877
2025-07, chile, 33637
2025-07, país, 18221
2025-07, personas, 17017
2025-07, nacional, 16262
2025-07, millones, 15137
2025-07, julio, 13980
2025-07, estado, 12913
2025-07, partido, 12862
2025-07, presidente, 12103
2025-07, caso, 12034
2025-07, gobierno, 11354
2025-07, primera, 10712
2025-07, forma, 10632
2025-07, tiempo, 10585
2025-07, mercado, 10543
2025-07, mundo, 10534
2025-07, mayor, 10530
2025-07, vida, 10490
2025-07, región, 10302
2025-07, seguridad, 10255
2025-08, chile, 35203
2025-08, país, 17677
2025-08, nacional, 16455
2025-08, personas, 16346
2025-08, millones, 16094
2025-08, partido, 15055
2025-08, agosto, 13544
2025-08, gobierno, 12945
2025-08, presidente, 12319
2025-08, seguridad, 12083
2025-08, estado, 12070
2025-08, región, 11349
2025-08, vida, 11254
2025-08, primera, 10986
2025-08, tiempo, 10885
2025-08, caso, 10883
2025-08, mayor, 10357
2025-08, trabajo, 10213
2025-08, primer, 10183
2025-08, colo, 10165
2025-09, chile, 38404
2025-09, país, 20107
2025-09, septiembre, 16993
2025-09, nacional, 16743
2025-09, personas, 16274
2025-09, millones, 15745
2025-09, estado, 14951
2025-09, gobierno, 14264
2025-09, presidente, 13378
2025-09, partido, 12397
2025-09, vida, 12242
2025-09, tiempo, 11901
2025-09, seguridad, 11678
2025-09, caso, 11428
2025-09, mundo, 11070
2025-09, región, 10946
2025-09, mayor, 10863
2025-09, primera, 10762
2025-09, primer, 10687
2025-09, mercado, 10013
2025-10, chile, 44197
2025-10, país, 23228
2025-10, nacional, 21102
2025-10, personas, 19430
2025-10, millones, 18366
2025-10, octubre, 17351
2025-10, gobierno, 16537
2025-10, presidente, 15614
2025-10, estado, 15334
2025-10, partido, 14708
2025-10, primera, 13987
2025-10, vida, 13970
2025-10, caso, 13652
2025-10, tiempo, 13304
2025-10, mundo, 12333
2025-10, acuerdo, 12076
2025-10, mundial, 12054
2025-10, región, 11992
2025-10, seguridad, 11940
2025-10, público, 11919
2025-11, chile, 44203
2025-11, país, 21682
2025-11, nacional, 19255
2025-11, partido, 18433
2025-11, personas, 17540
2025-11, noviembre, 16340
2025-11, millones, 15598
2025-11, primera, 15548
2025-11, kast, 15284
2025-11, gobierno, 14613
2025-11, jara, 14043
2025-11, presidente, 13567
2025-11, estado, 13183
2025-11, caso, 12719
2025-11, región, 12009
2025-11, seguridad, 11916
2025-11, vida, 11768
2025-11, tiempo, 11558
2025-11, trabajo, 11149
2025-11, mundo, 10825
2025-12, chile, 39925
2025-12, kast, 22450
2025-12, país, 20806
2025-12, gobierno, 19016
2025-12, presidente, 18766
2025-12, personas, 18570
2025-12, nacional, 16703
2025-12, diciembre, 15164
2025-12, primera, 14186
2025-12, millones, 13783
2025-12, estado, 13380
2025-12, josé, 13185
2025-12, partido, 12331
2025-12, seguridad, 11777
2025-12, región, 11680
2025-12, antonio, 11223
2025-12, vida, 11200
2025-12, tiempo, 10985
2025-12, caso, 10960
2025-12, acuerdo, 10434
